875747767867523072,21420,3499
875144289856114688,18834,4072
875097192612077568,23460,4978
875021211251597312,21814,3876
874680097055178752,23770,3825
874434818259525634,0,11963
874296783580663808,22264,3399
874057562936811520,19388,3295
874012996292530176,29162,8394
873580283840344065,20701,3267
873337748698140672,0,1301
873213775632977920,6125,1301
872967104147763200,23339,4453
872820683541237760,12678,3087
872620804844003328,17689,2993
872486979161796608,34908,7483
872122724285648897,29314,6668
871879754684805121,32066,9063
871762521631449091,17314,2906
871515927908634625,17332,2875
871166179821445120,0,4776
871102520638267392,17996,4561
871032628920680449,19552,3159
870804317367881728,28871,5159
870726314365509632,101,3
870656317836468226,10541,2150
870374049280663552,71176,22036
870308999962521604,18873,3473
870063196459192321,31458,6927
869772420881756160,36666,8448
869702957897576449,24252,5285
869596645499047938,13693,2576
869227993411051520,17576,3131
868880397819494401,56278,11986
868639477480148993,0,1705
868622495443632128,22891,4365
868552278524837888,8650,1705
867900495410671616,20935,3491
867774946302451713,29386,6119
867421006826221569,13883,2077
867072653475098625,0,99
867051520902168576,27864,6649
866720684873056260,17325,4049
866686824827068416,16630,2906
866450705531457537,105550,29484
866334964761202691,45241,11963
866094527597207552,0,7016
865718153858494464,22189,4707
865359393868664832,22885,4191
865006731092295680,24288,6519
864873206498414592,27939,7321
864279568663928832,12648,2517
864197398364647424,25909,7404
863907417377173506,17880,3520
863553081350529029,13247,3564
863471782782697472,0,2038
863432100342583297,20616,4467
863427515083354112,1916,80
863079547188785154,7689,934
863062471531167744,7293,2038
862831371563274240,16718,4353
862722525377298433,14873,3022
862457590147678208,17751,4150
862096992088072192,64481,19562
861383897657036800,31410,9067
861288531465048066,14910,3505
861005113778896900,14510,3255
860981674716409858,0,1819
860924035999428608,0,659
860563773140209665,6527,1819
860524505164394496,20552,4486
860276583193509888,16006,2992
860184849394610176,14546,4999
860177593139703809,0,26065
859924526012018688,17043,3490
859851578198683649,13544,3004
859607811541651456,16318,1346
859196978902773760,78216,25699
859074603037188101,29617,11725
858860390427611136,0,6930
858843525470990336,13749,2964
858471635011153920,18908,4173
858107933456039936,13820,2479
857989990357356544,14044,2218
857746408056729600,29954,9146
857393404942143489,5153,1406
857263160327368704,17763,3892
857214891891077121,198,16
857062103051644929,0,142
857029823797047296,16613,3424
856543823941562368,14358,2491
856526610513747968,10487,1615
856288084350160898,472,14
856282028240666624,24532,5460
855862651834028034,293,21
855860136149123072,4282,841
855857698524602368,10515,1811
855851453814013952,40240,15580
855818117272018944,23565,4697
855459453768019968,26357,7153
855245323840757760,0,5144
855138241867124737,0,36
854732716440526848,20099,5237
854482394044301312,25818,5898
854365224396361728,16681,4050
854120357044912130,28294,6448
854010172552949760,14344,2741
853760880890318849,25297,5024
853639147608842240,30707,8683
853299958564483072,13708,3109
852936405516943360,0,1754
852912242202992640,7983,1552
852672615818899456,13209,1869
852553447878664193,14445,3049
852311364735569921,29446,8667
852226086759018497,17799,5943
852189679701164033,10225,1395
851591660324737024,14513,3058
851464819735769094,21619,6167
851224888060895234,18457,5047
850753642995093505,27361,7936
850380195714523136,11678,2279
850333567704068097,3091,298
850145622816686080,14598,3322
850019790995546112,18204,4282
849776966551130114,27077,6673
849668094696017920,0,4343
849412302885593088,14231,2771
849336543269576704,10221,1651
849051919805034497,37749,7446
848690551926992896,22523,3850
848324959059550208,22157,4075
848213670039564288,7293,633
848212111729840128,14560,2657
847978865427394560,0,2847
847971574464610304,0,382
847962785489326080,21128,4482
847842811428974592,4891,1167
847617282490613760,6240,370
847606175596138505,16842,3016
847251039262605312,18387,3830
847157206088847362,17794,5121
847116187444137987,19225,2814
846874817362120707,18092,3481
846514051647705089,39936,10169
846505985330044928,12635,2702
846153765933735936,28305,7987
846139713627017216,27940,8938
846042936437604353,14375,2531
845812042753855489,26230,7699
845677943972139009,22696,4289
845397057150107648,6873,1580
845306882940190720,21010,4755
845098359547420673,0,6789
844979544864018432,12329,2279
844973813909606400,13556,2795
844580511645339650,14817,2763
844223788422217728,12324,1958
843981021012017153,13703,2646
843856843873095681,19373,4090
843604394117681152,15264,2431
843235543001513987,19399,5282
842846295480000512,13818,3233
842765311967449089,6118,1157
842535590457499648,16361,3092
842163532590374912,22075,5144
842115215311396866,12667,2690
841833993020538882,0,13295
841680585030541313,23302,6990
841439858740625411,11358,3226
841320156043304961,17877,4915
841314665196081154,14313,4153
841077006473256960,20614,4776
840761248237133825,0,1580
840728873075638272,0,14353
840698636975636481,155,2
840696689258311684,11138,868
840632337062862849,8176,1580
840370681858686976,14869,4077
840268004936019968,17371,5096
839990271299457024,12160,2018
839549326359670784,24853,6930
839290600511926273,0,128
839239871831150596,24526,5807
838952994649550848,17853,3586
838921590096166913,10101,1815
838916489579200512,0,29
838831947270979586,0,9802
838561493054533637,9894,1204
838476387338051585,20412,4277
838201503651401729,0,8997
838150277551247360,1531,295
838085839343206401,127,0
838083903487373313,15989,2793
837820167694528512,30913,7016
837482249356513284,3487,397
837471256429613056,11624,2028
837110210464448512,14593,2141
836989968035819520,11599,2071
836753516572119041,17581,4166
836677758902222849,11487,1972
836648853927522308,0,496
836397794269200385,0,24566
836380477523124226,13472,2687
836260088725786625,19317,3898
836001077879255040,17362,3818
835685285446955009,0,7263
835574547218894849,16162,3234
835536468978302976,0,1519
835309094223372289,0,18712
835297930240217089,14935,2679
835264098648616962,7014,1519
835246439529840640,1948,63
835172783151792128,23825,5186
835152434251116546,20354,2695
834931633769889797,9798,1459
834786237630337024,19571,4990
834574053763584002,12438,2266
834477809192075265,0,9553
834458053273591808,8769,1513
834209720923721728,18697,4244
834167344700198914,14351,3280
834089966724603904,9158,1922
834086379323871233,11866,1996
833863086058651648,12237,2159
833826103416520705,16592,3425
833732339549220864,0,199
833722901757046785,19061,2940
833479644947025920,13604,1845
833124694597443584,18403,4343
832998151111966721,12063,1956
832769181346996225,0,37
832757312314028032,15345,3250
832682457690300417,10827,2600
832645525019123713,2648,473
832636094638288896,14433,2493
832397543355072512,10870,1995
832369877331693569,15556,2847
832273440279240704,10290,2093
832215909146226688,0,5603
832215726631055365,0,8413
832088576586297345,56,2
832040443403784192,0,8622
832032802820481025,16182,4188
831939777352105988,21813,5524
831926988323639298,311,33
831911600680497154,25097,5842
831670449226514432,9477,1655
831650051525054464,6463,1754
831552930092285952,8218,2113
831322785565769729,8473,1406
831315979191906304,6007,1012
831309418084069378,10736,2203
831262627380748289,10820,1852
830956169170665475,7279,1355
830583320585068544,60700,15095
830173239259324417,0,5130
830097400375152640,8884,2629
829878982036299777,0,4486
829861396166877184,11145,1761
829501995190984704,29006,9553
829449946868879360,9600,1823
829141528400556032,22243,6633
829011960981237760,48487,14624
828801551087042563,0,3084
828770345708580865,23323,5265
828708714936930305,33224,10084
828650029636317184,8669,1210
828409743546925057,5855,1058
828408677031882754,7041,1162
828381636999917570,11494,2015
828376505180889089,6780,969
828372645993398273,11505,2662
828361771580813312,2013,161
828046555563323392,10733,2601
828011680017821696,9454,1949
827933404142436356,18306,4719
827653905312006145,14118,2730
827600520311402496,6856,856
827324948884643840,14511,2751
827199976799354881,9701,2013
826958653328592898,19691,4486
826848821049180160,33016,9155
826615380357632002,0,3602
826598799820865537,4706,224
826598365270007810,9178,2135
826476773533745153,16863,3816
826240494070030336,12132,2373
826204788643753985,4460,842
826115272272650244,14296,2803
825876512159186944,9613,1704
825829644528148480,11658,2282
825535076884762624,51974,15855
825147591692263424,16716,4086
825120256414846976,0,1154
825026590719483904,5737,1154
824796380199809024,0,4984
824775126675836928,13644,3199
824663926340194305,9653,1618
824325613288833024,10847,9606
824297048279236611,13837,3486
824025158776213504,4388,539
823939628516474880,9745,2479
823719002937630720,0,10144
823699002998870016,12696,2261
823581115634085888,11857,2391
823333489516937216,639,20
823322678127919110,14378,3638
823269594223824897,0,9028
822975315408461824,15873,3122
822872901745569793,120299,38952
822859134160621569,12056,2069
822647212903690241,0,5835
822610361945911296,13558,2663
822489057087389700,16624,5835
822462944365645825,25692,12898
822244816520155136,32142,9028
822163064745328640,0,4281
821886076407029760,10357,2098
821813639212650496,0,3054
821765923262631936,7665,1534
821522889702862852,7355,1604
821421320206483457,0,5027
821407182352777218,10816,3922
821153421864615936,229,8
821149554670182400,7884,1790
821107785811234820,8772,1922
821044531881721856,11576,2079
820837357901512704,0,6106
820749716845686786,28917,8997
820690176645140481,11262,2948
820494788566847489,0,515
820446719150292993,0,2355
820314633777061888,3065,515
820078625395449857,18110,5656
820013781606658049,0,1062
819952236453363712,4877,1062
819924195358416896,11892,4448
819711362133872643,12216,2798
819588359383371776,8846,1834
819347104292290561,6634,1099
819238181065359361,2066,373
819227688460238848,21162,6106
819015337530290176,0,33776
819015331746349057,0,17408
819006400881917954,41799,17409
819004803107983360,80418,33776
818646164899774465,0,19012
818627210458333184,20636,6912
818614493328580609,9036,2310
818588835076603904,0,5568
818536468981415936,9964,2223
818307523543449600,0,7303
818259473185828864,10120,2030
818145370475810820,11279,2320
817908911860748288,4481,722
817827839487737858,47391,24566
817777686764523521,9931,2469
817536400337801217,10840,2676
817502432452313088,0,3063
817423860136083457,31022,13295
817415592588222464,5159,868
817181837579653120,0,7697
817171292965273600,8049,1824
817120970343411712,11204,2358
817056546584727552,7909,1486
816829038950027264,0,4292
816816676327063552,9220,1860
816697700272001025,8982,2004
816450570814898180,27915,7303
816336735214911488,7944,1762
816091915477250048,8269,1952
816062466425819140,0,922
816014286006976512,0,4775
815990720817401858,4559,922
815966073409433600,20589,7697
815745968457060357,0,3778
815736392542261248,9038,2078
815639385530101762,7554,1523
815390420867969024,9538,3488
814986499976527872,7057,1173
814638523311648768,10399,2476
814578408554463233,0,5330
814530161257443328,8022,1715
814153002265309185,26563,7921
813944609378369540,0,2904
813910438903693312,8587,1709
813812741911748608,33628,12718
813800681631023104,7660,1609
813217897535406080,17201,6716
813202720496779264,8533,1666
813187593374461952,18264,3959
813172488309972993,8547,1773
813157409116065792,7154,2026
813142292504645637,7840,2197
813130366689148928,4133,411
813127251579564032,10935,2870
813112105746448384,9532,2518
813096984823349248,9715,3314
813081950185472002,9166,2548
813066809284972545,7354,1797
813051746834595840,19392,6693
812781120811126785,6959,1757
812709060537683968,6093,1328
812503143955202048,5570,1124
812466873996607488,7355,1769
812372279581671427,12581,3358
811985624773361665,6723,1288
811744202451197953,6976,1439
811647686436880384,5158,670
811627233043480576,11742,2786
811386762094317568,19271,5855
810984652412424192,4904,1299
810896069567610880,8293,1603
810657578271330305,10130,2414
810284430598270976,32400,10290
810254108431155201,13508,3084
809920764300447744,14324,3602
809808892968534016,0,4489
809448704142938112,6428,1337
809220051211603969,18325,5130
809084759137812480,12177,3211
808838249661788160,9351,2801
808733504066486276,7296,1995
808501579447930884,10447,2416
808344865868283904,39171,19012
808134635716833280,0,5388
808106460588765185,8144,2023
808001312164028416,11517,3240
807621403335917568,13461,3321
807106840509214720,108594,50465
807059379405148160,0,6733
807010152071229440,12063,3526
806629075125202948,68630,31680
806620845233815552,0,5023
806576416489959424,4516,1766
806542213899489280,9461,2177
806242860592926720,0,10650
806219024703037440,5958,1103
805958939288408065,0,4914
805932879469572096,7649,1764
805826884734976000,6069,1686
805823200554876929,0,7306
805520635690676224,5333,1514
805487436403003392,8092,2329
805207613751304193,7262,1589
804738756058218496,12569,3524
804475857670639616,5670,1836
804413760345620481,0,2945
804026241225523202,41038,14710
803773340896923648,9290,2537
803692223237865472,0,6743
803638050916102144,10114,3809
803380650405482500,7169,1736
803321560782307329,0,4854
803276597545603072,9261,2254
802952499103731712,8355,1830
802624713319034886,0,2680
802600418706604034,6574,1356
802572683846291456,8262,2307
802323869084381190,14908,5362
802265048156610565,6426,1269
802239329049477120,8411,2396
802185808107208704,0,245
801958328846974976,7164,1558
801854953262350336,1683,217
801538201127157760,7586,1908
801285448605831168,5590,760
801167903437357056,22429,5388
801127390143516673,0,3623
801115127852503040,7450,1951
800859414831898624,637,89
800855607700029440,0,1488
800751577355128832,9821,2578
800513324630806528,12100,2757
800459316964663297,8787,2016
800443802682937345,0,3939
800388270626521089,10283,2585
800188575492947969,0,3594
800141422401830912,14140,2355
800018252395122689,26201,12028
799774291445383169,0,4273
799757965289017345,7736,1970
799422933579902976,7445,1751
799308762079035393,0,4978
799297110730567681,9123,2499
799063482566066176,7470,2296
798933969379225600,12078,4071
798925684722855936,6933,1330
798705661114773508,0,6083
798701998996647937,0,7066
798697898615730177,0,5954
798694562394996736,0,4537
798686750113755136,0,2134
798682547630837760,0,4331
798673117451325440,0,5101
798665375516884993,0,3611
798644042770751489,0,1710
798628517273620480,0,1829
798585098161549313,0,5150
798576900688019456,0,5356
798340744599797760,0,3073
798209839306514432,9653,2381
797971864723324932,10666,2838
797545162159308800,13442,4535
797236660651966464,18436,6034
797165961484890113,207,24
796904159865868288,0,8166
796865951799083009,7104,1802
796759840936919040,10878,2770
796563435802726400,0,6560
796484825502875648,6970,1614
796387464403357696,10155,3803
796177847564038144,0,13058
796149749086875649,29674,13058
796125600683540480,4591,1635
796116448414461957,8381,2203
796080075804475393,7771,2122
796031486298386433,9958,3413
795464331001561088,45575,21490
795400264262053889,9272,2633
795076730285391872,14919,4984
794983741416415232,0,3104
794926597468000259,9395,2117
794355576146903043,0,9473
794332329137291264,8869,2485
794205286408003585,8522,3047
793962221541933056,15469,4489
793845145112371200,8499,1712
793614319594401792,0,2848
793601777308463104,7362,1495
793500921481273345,9805,2185
793286476301799424,22648,8413
793271401113350145,7993,2210
793256262322548741,18419,7630
793241302385262592,9685,3009
793226087023144960,9045,2670
793210959003287553,8210,2557
793195938047070209,14067,5184
793180763617361921,6383,1827
793165685325201412,8647,2587
793150605191548928,5666,1555
793135492858580992,5931,2295
793120401413079041,11694,3598
792913359805018113,13193,3635
792883833364439040,10385,3914
792773781206999040,6777,1545
792394556390137856,12358,3935
792050063153438720,6586,1640
791821351946420224,0,19233
791784077045166082,0,8686
791780927877898241,0,3482
791774931465953280,41659,20301
791672322847637504,10792,2848
791406955684368384,12120,3778
791312159183634433,8068,2309
791026214425268224,0,3717
790987426131050500,9029,1946
790946055508652032,15402,4292
790723298204217344,0,2100
790698755171364864,7576,1765
790581949425475584,19054,6510
790337589677002753,7200,1735
790277117346975746,11526,2904
790227638568808452,0,3236
789986466051088384,8566,2100
789960241177853952,0,3724
789903600034189313,9501,3793
789628658055020548,6882,1600
789599242079838210,6204,1753
789530877013393408,10788,3104
789314372632018944,7961,2088
789280767834746880,0,4491
789268448748703744,8418,2391
789137962068021249,8942,2547
788908386943430656,25254,11388
788765914992902144,25175,9473
788552643979468800,0,6511
788412144018661376,14321,4833
788178268662984705,6704,1946
788150585577050112,5649,1177
788070120937619456,0,3155
788039637453406209,5621,1199
787810552592695296,7914,2788
787717603741622272,9415,2525
787397959788929025,10015,2604
787322443945877504,7180,1602
787111942498508800,0,6170
786963064373534720,24500,7263
786729988674449408,0,2213
786709082849828864,16838,5603
786664955043049472,9767,2308
786595970293370880,8700,2854
786363235746385920,10014,3145
786286427768250368,7363,2603
786233965241827333,13964,4281
786051337297522688,1321,143
786036967502913536,0,6369
785927819176054784,10459,2916
785872687017132033,6144,1641
785639753186217984,7205,2065
785533386513321988,8304,1796
785515384317313025,5621,1130
785264754247995392,6720,1487
785170936622350336,11045,4388
784826020293709826,9305,2945
784517518371221505,8260,2310
784431430411685888,5291,1159
784183165795655680,18425,7306
784057939640352768,27294,10144
783839966405230592,27556,9802
783821107061198850,6798,1791
783695101801398276,9599,2927
783466772167098368,7733,2037
783391753726550016,15554,4993
783347506784731136,0,5035
783334639985389568,26753,10650
783085703974514689,7512,1981
782969140009107456,22163,6733
782747134529531904,6880,1290
782722598790725632,15858,4914
782598640137187329,7161,1732
782305867769217024,15275,5027
782021823840026624,0,5592
781955203444699136,10263,3065
781661882474196992,9593,2466
781655249211752448,3673,1032
781524693396357120,18993,5023
781308096455073793,6552,2337
781251288990355457,7669,1887
781163403222056960,8969,2522
780931614150983680,19851,6560
780858289093574656,6579,1823
780800785462489090,5033,1175
780601303617732608,11042,3054
780543529827336192,5801,1599
780496263422808064,0,3348
780476555013349377,0,103
780459368902959104,4854,979
780192070812196864,7986,2038
780092040432480260,0,2079
780074436359819264,11110,4478
779834332596887552,17249,6369
779377524342161408,8017,2818
779124354206535695,0,16677
779056095788752897,13525,4125
778990705243029504,18270,6527
778774459159379968,0,8935
778764940568104960,797,328
778748913645780993,6269,1180
778650543019483137,5264,1366
778624900596654080,4218,925
778408200802557953,12534,3931
778396591732486144,0,11064
778383385161035776,5342,999
778286810187399168,9462,2994
778039087836069888,7788,2403
778027034220126208,6001,1456
777953400541634568,0,3186
777885040357281792,5815,1482
777684233540206592,10306,2680
777641927919427584,0,3841
777621514455814149,7990,2298
777189768882946048,12950,3892
776819012571455488,0,12283
776813020089548800,4485,1098
776477788987613185,8016,2502
776249906839351296,0,8270
776218204058357768,27398,14389
776201521193218049,8775,2284
776113305656188928,10786,3939
776088319444877312,1674,140
775898661951791106,0,15213
775842724423557120,10707,2406
775733305207554048,12670,3623
775729183532220416,11888,4180
775364825476165632,6772,2658
775350846108426240,9297,3535
775085132600442880,14225,4273
774757898236878852,7890,1617
774639387460112384,6190,1570
774314403806253056,19965,4978
773985732834758656,9883,3508
773922284943896577,5895,1587
773704687002451968,6046,1463
773670353721753600,4914,1194
773547596996571136,20230,5568
773336787167145985,0,4544
773308824254029826,21300,6789
773247561583001600,8624,2942
773191612633579521,9120,3720
772877495989305348,7845,3516
772826264096874500,7335,2156
772615324260794368,0,3047
772581559778025472,5936,1552
772193107915964416,5519,1259
772152991789019136,3485,1029
772117678702071809,3454,669
772114945936949249,2515,429
772102971039580160,3654,842
771908950375665664,5999,1718
771770456517009408,10899,3073
771500966810099713,7572,2377
771380798096281600,9646,4544
771171053431250945,0,6724
771136648247640064,8382,2659
771102124360998913,5691,1296
771014301343748096,6287,1498
770787852854652928,4471,1077
770772759874076672,4742,1297
770655142660169732,6710,1629
770414278348247044,5773,1884
770293558247038976,5684,1318
770093767776997377,0,2754
770069151037685760,6933,2081
769940425801170949,28508,8622
769695466921623552,5866,1525
769335591808995329,0,6988
769212283578875904,4957,1570
768970937022709760,13047,5852
768909767477751808,0,2375
768855141948723200,3822,807
768609597686943744,3749,1069
768596291618299904,4615,1167
768554158521745409,0,5243
768473857036525572,12444,3094
768193404517830656,9883,3186
767884188863397888,4347,1246
767754930266464257,14538,4854
767500508068192258,6849,2098
767191397493538821,11201,3392
767122157629476866,9283,2573
766793450729734144,4611,1222
766714921925144576,2388,339
766693177336135680,3675,708
766423258543644672,5482,1419
766313316352462849,6181,1685
766078092750233600,0,2367
766069199026450432,3834,754
766008592277377025,3425,447
765719909049503744,6590,1948
765669560888528897,4699,1104
765395769549590528,24335,3047
765371061932261376,6501,1956
765222098633691136,10625,3047
764857477905154048,5915,1608
764259802650378240,5477,1350
763956972077010945,711,48
763837565564780549,11425,3717
763183847194451968,4904,1316
763167063695355904,0,2687
763103485927849985,6722,2057
762699858130116608,11015,3236
762471784394268675,10259,5784
762464539388485633,9371,3724
762316489655476224,4380,1012
762035686371364864,29102,14007
761976711479193600,4905,1775
761750502866649088,0,3508
761745352076779520,3903,780
761672994376806400,45087,26065
761599872357261312,3770,1067
761371037149827077,0,16273
761334018830917632,4687,1309
761292947749015552,4064,981
761227390836215808,4833,1402
761004547850530816,10336,3155
760893934457552897,3469,871
760656994973933572,6013,1703
760641137271070720,4542,1164
760539183865880579,6883,3253
760521673607086080,3824,1259
760290219849637889,24379,10349
760252756032651264,3616,782
760190180481531904,5222,1607
760153949710192640,0,27
759943073749200896,5397,1885
759846353224826880,6109,1766
759793422261743616,5430,1728
759557299618865152,4294,1085
759447681597108224,7671,2213
759446261539934208,1520,446
759197388317847553,5568,1770
759159934323924993,0,1048
759099523532779520,13261,3737
759047813560868866,5907,1802
758854675097526272,3229,818
758828659922702336,10184,3459
758740312047005698,5231,1474
758474966123810816,3450,899
758467244762497024,4356,1989
758405701903519748,4751,1719
758355060040593408,3055,940
758099635764359168,17263,8935
758041019896193024,2442,333
757741869644341248,6235,2954
757729163776290825,0,7054
757725642876129280,4140,1080
757611664640446465,4168,990
757597904299253760,0,272
757596066325864448,3963,938
757400162377592832,13761,6197
757393109802180609,5324,1558
757354760399941633,4101,1273
756998049151549440,5686,1795
756939218950160384,6044,1803
756651752796094464,4548,1164
756526248105566208,9421,3210
756303284449767430,3590,984
756288534030475264,40037,15929
756275833623502848,5812,1374
755955933503782912,6662,2569
755206590534418437,14906,4814
755110668769038337,19239,9959
754874841593970688,0,7072
754856583969079297,6286,2265
754747087846248448,2347,464
754482103782404096,4804,1751
754449512966619136,3402,657
754120377874386944,7181,2121
753655901052166144,5310,1951
753420520834629632,7130,3166
753398408988139520,5221,1692
753375668877008896,6920,2079
753298634498793472,0,5085
753294487569522689,3019,934
753039830821511168,33684,18712
753026973505581056,3556,854
752932432744185856,11472,6170
752917284578922496,6316,1407
752701944171524096,0,2566
752682090207055872,5456,1427
752660715232722944,3972,1396
752568224206688256,4986,2052
752519690950500352,6657,3073
752334515931054080,3501,986
752309394570878976,0,14635
752173152931807232,5409,1629
751950017322246144,2789,813
751937170840121344,4718,1174
751830394383790080,5308,1749
751793661361422336,5263,2552
751598357617971201,7220,2759
751583847268179968,3976,990
751538714308972544,4585,1129
751456908746354688,2930,909
751251247299190784,11425,5271
751205363882532864,5730,1638
751132876104687617,4595,1164
750868782890057730,4354,1218
750719632563142656,11932,4491
750506206503038976,4017,1021
750429297815552001,11985,3841
750383411068534784,4137,1016
750381685133418496,654,25
750147208377409536,2838,862
750132105863102464,3285,1148
750117059602808832,3948,1183
750101899009982464,2779,760
750086836815486976,1968,479
750071704093859840,7073,2974
750056684286914561,2875,804
750041628174217216,2890,558
750026558547456000,2455,703
750011400160841729,2928,802
749996283729883136,2754,740
749981277374128128,4672,2220
749774190421639168,4234,1179
749417653287129088,5528,1481
749403093750648834,2381,479
749395845976588288,7762,3093
749317047558017024,4953,2004
749075273010798592,5213,1836
749064354620928000,4376,1375
749036806121881602,2801,719
748977405889503236,9744,3060
748932637671223296,5275,2018
748705597323898880,2514,852
748699167502000129,4281,1432
748692773788876800,3845,1206
748575535303884801,5503,1771
748568946752774144,1986,593
748346686624440324,4705,1098
748337862848962560,6900,3656
748324050481647620,3362,667
748307329658011649,3347,640
748220828303695873,12850,6931
747963614829678593,5234,1913
747933425676525569,6012,2305
747885874273214464,2652,858
747844099428986880,2554,663
747816857231626240,4389,1030
747651430853525504,1241,138
747648653817413632,11691,5204
747600769478692864,2105,513
747594051852075008,3320,935
747512671126323200,4985,1447
747461612269887489,3491,915
747439450712596480,4916,1718
747242308580548608,0,2571
747219827526344708,4763,1412
747204161125646336,3038,809
747103485104099331,8667,3542
746906459439529985,2646,260
746872823977771008,5430,1887
746818907684614144,4819,1557
746790600704425984,4420,1428
746757706116112384,8608,3482
746726898085036033,5488,1611
746542875601690625,4582,1707
746521445350707200,0,876
746507379341139972,4260,970
746369468511756288,5603,1449
746131877086527488,6212,1952
746056683365994496,3220,719
745789745784041472,3565,941
745712589599014916,6323,2069
745433870967832576,6381,2264
745422732645535745,7738,2153
745314880350101504,6440,2439
745074613265149952,7079,3112
745057283344719872,6558,2016
744995568523612160,2659,555
744971049620602880,7120,2393
744709971296780288,5075,1397
744334592493166593,6178,1888
744234799360020481,141283,69120
744223424764059648,1490,320
743980027717509120,3776,981
743895849529389061,3301,858
743835915802583040,0,1826
743609206067040256,4052,1236
743595368194129920,16497,5819
743545585370791937,3190,846
743510151680958465,7203,3329
743253157753532416,3827,1096
743222593470234624,5574,1704
743210557239623680,3475,1217
742534281772302336,6398,3211
742528092657332225,3990,1763
742465774154047488,6554,3522
742423170473463808,8821,3348
742385895052087300,6100,1733
742161199639494656,3904,1220
742150209887731712,4581,1366
741793263812808706,4112,1361
741743634094141440,7369,2448
741438259667034112,3322,731
741303864243200000,7901,2852
741099773336379392,8994,4901
741067306818797568,8622,2754
740995100998766593,5668,2410
740711788199743490,3064,839
740699697422163968,2566,692
740676976021798912,16371,6083
740373189193256964,31598,11849
740365076218183684,2198,378
740359016048689152,2969,781
740214038584557568,5992,1754
739979191639244800,17945,5243
739932936087216128,3634,958
739844404073074688,3430,772
739623569819336705,3405,1215
739606147276148736,4842,1469
739544079319588864,35568,18863
739485634323156992,6418,2589
739238157791694849,104224,51623
738891149612572673,87,6
738885046782832640,3402,1018
738883359779196928,2954,705
738537504001953792,4574,1362
738402415918125056,2921,730
738184450748633089,3868,1086
738166403467907072,7865,2975
738156290900254721,2219,573
737826014890496000,4694,1569
737800304142471168,8965,3115
737678689543020544,4512,1164
737445876994609152,9213,3980
737322739594330112,3237,714
737310737551491075,13201,6604
736736130620620800,3777,1521
736392552031657984,15927,6511
736365877722001409,3585,1085
736225175608430592,7292,2490
736010884653420544,7077,2649
735991953473572864,3222,1023
735648611367784448,3644,984
735635087207878657,5509,2091
735274964362878976,11760,4438
735256018284875776,2994,790
735137028879360001,2819,861
734912297295085568,2474,463
734787690684657664,11274,5660
734776360183431168,2261,480
734559631394082816,1344,346
733828123016450049,3212,701
733822306246479872,3301,901
733482008106668032,2807,834
733460102733135873,3772,1120
733109485275860992,48035,15213
732732193018155009,2169,473
732726085725589504,3198,779
732585889486888962,3276,701
732375214819057664,7241,2241
732005617171337216,13332,4775
731285275100512256,3118,881
731156023742988288,3453,1117
730924654643314689,5465,1745
730573383004487680,4346,1873
730427201120833536,3122,923
730211855403241472,3398,940
730196704625098752,4320,1664
729854734790754305,3616,989
729838605770891264,1556,334
729823566028484608,3553,1104
729463711119904772,5186,2050
729113531270991872,1698,286
